City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,tsiombe,-25.3,45.4833,23.13,75,0,2.19,MG,1698535853
362,orchard homes,46.8633,-114.0484,1.27,59,75,2.57,US,1698535853
363,nikolayevsk-on-amure,53.1406,140.73,0.87,70,40,2.8,RU,1698535854
364,tomatlan,19.9333,-105.25,26.81,82,86,2.74,MX,1698535854
365,mankono,8.0586,-6.1897,23.47,77,3,1.16,CI,1698535854
366,novodvinsk,64.4165,40.8122,-4.56,81,100,2.93,RU,1698535854
367,placido de castro,-10.3353,-67.1856,24.81,86,99,1.05,BR,1698535855
368,bondo,3.8146,23.6866,20.04,97,44,1.31,CD,1698535855
369,praia,14.9215,-23.5087,26.3,73,40,1.54,CV,1698535856
370,novi vinodolski,45.1281,14.7889,17.91,88,20,3.6,HR,1698535856
371,oguz,41.0708,47.4583,15.91,36,99,2.57,AZ,1698535856
372,yaren,-0.5472,166.916,28.41,70,78,2.35,NR,1698535856
373,kristiansund,63.1115,7.732,-0.97,74,7,1.03,NO,1698535856
374,vilyuchinsk,52.9306,158.4028,3.85,65,100,1.45,RU,1698535856
375,isla del bosque,22.7333,-105.85,26.77,75,10,3.89,MX,1698535857
376,tejen,37.3834,60.5054,20.18,34,36,0.89,TM,1698535857
377,brookings,44.3114,-96.7984,-2.71,86,100,4.63,US,1698535857
378,ketchikan,55.3422,-131.6461,8.26,71,0,3.09,US,1698535857
379,ambon,-3.6954,128.1814,27.08,83,20,1.54,ID,1698535636
380,outjo,-20.1167,16.15,18.86,21,9,3.33,NA,1698535858
381,pamandzi,-12.7967,45.2794,26.88,78,75,4.12,YT,1698535858
382,warren,39.4334,-84.1666,12.82,86,100,3.6,US,1698535858
383,mugia,43.1041,-9.2179,15.09,79,86,13.54,ES,1698535858
384,argo,37.6333,22.7333,19.32,73,98,1.99,GR,1698535859
385,castillos,-34.1667,-53.8333,16.01,98,18,2.31,UY,1698535859
386,pacific grove,36.6177,-121.9166,21.42,60,0,3.6,US,1698535859
387,cabo san lucas,22.8909,-109.9124,27.61,61,0,8.75,MX,1698535859
388,mount darwin,-16.7725,31.5838,24.2,44,1,1.6,ZW,1698535859
389,nelson bay,-32.7167,152.15,22.83,54,14,1.34,AU,1698535860
390,okha,53.5739,142.9478,1.99,86,98,5.9,RU,1698535860
391,kananga,-5.8958,22.4178,21.04,91,94,0.72,CD,1698535860
392,leh,34.1667,77.5833,1.0,35,1,1.14,IN,1698535860
393,bamboo flat,11.7,92.7167,25.05,100,40,0.51,IN,1698535860
394,bayganin,48.6947,55.8742,13.14,93,100,7.61,KZ,1698535860
395,nieves,15.3274,120.9485,26.73,77,5,1.95,PH,1698535861
396,mgandu,-5.95,34.1333,19.62,66,87,3.02,TZ,1698535861
397,laguna,38.421,-121.4238,21.17,23,0,7.2,US,1698535861
398,ballymun,53.3981,-6.2669,11.88,92,75,6.71,IE,1698535861
399,katsuren-haebaru,26.3369,127.8719,23.01,72,0,3.09,JP,1698535861
400,canutama,-6.5339,-64.3831,30.96,45,100,0.37,BR,1698535861
401,ceeldheer,3.8488,47.1806,26.58,79,69,1.98,SO,1698535801
402,hasaki,35.7333,140.8333,15.22,61,45,8.6,JP,1698535862
403,sobrance,48.7445,22.1814,9.7,94,29,2.0,SK,1698535862
404,tostado,-29.232,-61.7692,27.21,57,21,5.19,AR,1698535862
405,patong,7.8961,98.2966,30.01,71,100,3.32,TH,1698535863
406,simcoe,42.8334,-80.2997,8.08,58,44,4.31,CA,1698535683
407,harsum,52.2104,9.9649,12.28,90,78,6.13,DE,1698535863
408,newman,37.3138,-121.0208,19.46,23,0,6.26,US,1698535863
409,santarem,-2.4431,-54.7083,32.07,66,0,3.6,BR,1698535862
410,itoman,26.1247,127.6694,23.01,65,20,4.12,JP,1698535864
411,champerico,14.3,-91.9167,25.3,85,72,5.27,GT,1698535864
412,durban,-29.8579,31.0292,15.51,82,100,8.48,ZA,1698535839
413,fort st. john,56.2499,-120.8529,0.94,55,20,3.09,CA,1698535785
414,balabac,7.9868,117.0645,28.72,75,34,3.85,PH,1698535864
415,adamovka,51.5223,59.9396,0.48,98,100,4.84,RU,1698535864
416,menaka,15.9182,2.4022,29.59,18,72,3.64,ML,1698535864
417,nogliki,51.8333,143.1667,-0.92,79,51,3.13,RU,1698535865
418,carrizal,10.3499,-66.9863,19.67,95,100,0.26,VE,1698535865
419,rize,40.9044,40.8949,9.27,57,80,2.2,TR,1698535865
420,flagstaff,35.1981,-111.6513,15.29,47,75,5.14,US,1698535764
421,shanhaiguan,39.9988,119.7564,15.11,71,1,0.87,CN,1698535865
422,lucapa,-8.4192,20.7447,18.72,87,6,0.76,AO,1698535865
423,karratha,-20.7377,116.8463,32.28,34,42,2.38,AU,1698535866
424,naifaru,5.4444,73.3657,27.82,78,94,2.84,MV,1698535866
425,lakatoro,-16.0999,167.4164,27.39,65,56,1.66,VU,1698535866
426,changli,39.7042,119.1506,14.91,76,1,0.72,CN,1698535866
427,caconda,-13.7333,15.0667,16.64,80,100,1.17,AO,1698535867
428,north bondi,-33.8824,151.2769,25.11,48,0,4.12,AU,1698535867
429,suzemka,52.3178,34.0689,4.88,91,100,5.79,RU,1698535867
430,barkot,30.8167,78.2,12.96,46,66,1.82,IN,1698535867
431,east london,-33.0153,27.9116,13.7,60,98,7.97,ZA,1698535820
432,shimoda,34.6667,138.95,18.39,69,33,4.92,JP,1698535867
433,hovd,48.0056,91.6419,-2.55,53,63,0.95,MN,1698535868
434,moramanga,-18.9333,48.2,18.14,97,100,0.69,MG,1698535868
435,palikir - national government center,6.9248,158.1611,29.41,74,100,4.12,FM,1698535614
436,cincinnati,39.162,-84.4569,13.41,87,100,1.34,US,1698535613
437,kupino,54.3663,77.2981,-3.76,65,96,4.03,RU,1698535868
438,codrington,-38.2667,141.9667,15.65,41,53,3.67,AU,1698535869
439,silver city,32.7701,-108.2803,19.82,30,0,6.26,US,1698535799
440,crescent city,41.756,-124.2018,18.58,73,0,5.14,US,1698535869
441,orsa,54.5153,30.4053,0.52,90,100,4.95,BY,1698535869
442,bodo,67.28,14.405,-0.98,93,20,5.14,NO,1698535869
443,colares,38.7992,-9.4469,20.18,88,86,9.83,PT,1698535869
444,coaraci,-14.6408,-39.5511,20.23,97,8,0.64,BR,1698535870
445,marabba,12.35,32.1833,24.25,77,75,4.49,SD,1698535870
446,runaway bay,18.4596,-77.3357,26.56,76,24,2.39,JM,1698535870
447,stanthorpe,-28.6667,151.95,21.28,32,4,0.71,AU,1698535870
448,thunder bay,48.4001,-89.3168,0.99,60,100,4.12,CA,1698535871
449,papao,-17.75,-149.55,28.82,75,83,4.46,PF,1698535871
450,mpika,-11.8343,31.4529,19.45,55,60,1.09,ZM,1698535871
451,yuzhno-kurilsk,44.0306,145.8556,11.32,87,88,2.51,RU,1698535871
452,colonia,50.9333,6.95,13.86,85,0,5.66,DE,1698535599
453,machali,-34.1833,-70.6667,12.6,58,100,2.57,CL,1698535872
454,nouadhibou,20.931,-17.0347,20.99,78,0,5.66,MR,1698535872
455,tecumseh,42.0039,-83.9449,11.05,70,0,2.57,US,1698535872
456,miri,4.4148,114.0089,26.08,94,40,0.0,MY,1698535744
457,sinop,41.7711,34.8709,15.82,66,4,2.24,TR,1698535620
458,laela,-8.5667,32.05,20.36,52,59,0.06,TZ,1698535873
459,saint-philippe,-21.3585,55.7679,22.77,88,32,3.83,RE,1698535873
460,kone,-21.0595,164.8658,24.24,56,89,4.59,NC,1698535873
461,muromtsevo,56.3724,75.2418,-7.9,94,33,2.19,RU,1698535873
462,maksatikha,57.797,35.8825,-1.19,98,100,1.73,RU,1698535873
463,japaratuba,-10.5933,-36.9403,26.6,84,77,2.98,BR,1698535873
464,isla mujeres,21.2311,-86.731,28.03,72,13,6.82,MX,1698535874
465,camacupa,-12.0167,17.4833,16.63,86,100,1.01,AO,1698535874
466,port alfred,-33.5906,26.891,12.88,68,77,0.89,ZA,1698535874
467,marat,25.0701,45.4615,21.19,35,49,3.15,SA,1698535874
468,klein reken,51.7833,7.0333,12.46,95,100,7.69,DE,1698535875
469,sungai penuh,-2.0833,101.3833,19.68,82,26,1.33,ID,1698535875
470,el granada,37.5027,-122.4694,21.97,43,0,7.2,US,1698535875
471,jhansi,25.4333,78.5833,21.35,35,100,1.4,IN,1698535875
472,leava,-14.3,-178.1667,27.17,81,55,6.07,WF,1698535876
473,aitape,-3.1374,142.3475,27.01,82,100,1.44,PG,1698535698
474,puerto penasco,31.3167,-113.5333,25.72,57,0,3.08,MX,1698535876
475,melekeok village,7.4957,134.6367,29.31,79,75,2.06,PW,1698535876
476,bahau,2.8079,102.4049,23.88,94,50,0.44,MY,1698535876
477,saudarkrokur,65.7461,-19.6394,-0.9,83,88,3.33,IS,1698535876
478,golfito,8.639,-83.166,24.4,94,75,1.73,CR,1698535877
479,aquin,18.2833,-73.4,26.71,74,19,1.39,HT,1698535877
480,choyr,46.3611,108.3611,0.78,67,31,3.72,MN,1698535877
481,yinchuan,38.4681,106.2731,12.69,26,3,0.63,CN,1698535853
482,ponta delgada,37.7333,-25.6667,17.88,72,20,3.09,PT,1698535877
483,country club estates,31.2127,-81.4643,24.01,87,0,2.57,US,1698535878
484,waris aliganj,25.0167,85.6333,19.76,69,6,2.25,IN,1698535878
485,whitecourt,54.1502,-115.6855,1.58,60,75,6.17,CA,1698535821
486,saynshand,44.8824,110.1163,4.42,54,16,7.68,MN,1698535655
487,dubai,25.2582,55.3047,27.96,65,0,2.57,AE,1698535878
488,lockwood,45.8191,-108.4149,-2.55,67,20,4.63,US,1698535879
489,fismes,49.3077,3.6861,15.13,87,100,10.8,FR,1698535879
490,klaksvik,62.2266,-6.589,7.51,76,97,11.44,FO,1698535879
491,port sudan,19.6175,37.2164,28.77,70,3,1.34,SD,1698535879
492,goz beida,13.95,20.55,28.62,20,13,3.97,TD,1698535879
493,san buenaventura,27.0833,-101.5333,31.15,54,20,0.0,MX,1698535879
494,chernomorskoye,45.5039,32.6997,16.43,80,78,2.6,UA,1698535880
495,tabou,4.423,-7.3528,25.41,89,2,2.56,CI,1698535880
496,juan l. lacaze,-34.4333,-57.4167,22.88,74,0,5.76,UY,1698535880
497,zomba,-15.386,35.3188,22.38,53,0,1.53,MW,1698535880
498,fale old settlement,-9.3852,-171.2468,29.08,71,36,4.8,TK,1698535880
499,callao,-12.0667,-77.15,23.18,73,20,5.66,PE,1698535881
500,barpeta,26.3167,91.0,19.81,87,1,2.17,IN,1698535881
501,torghay,49.6339,63.4981,4.58,90,99,2.19,KZ,1698535881
502,shenkursk,62.1091,42.896,-3.78,92,100,2.82,RU,1698535881
503,crossett,33.1282,-91.9612,28.99,76,88,1.3,US,1698535881
504,petauke,-14.2426,31.3253,23.76,46,23,2.12,ZM,1698535882
505,caibarien,22.5206,-79.4669,25.62,70,3,8.43,CU,1698535882
506,viedma,-40.8135,-62.9967,22.02,21,100,9.66,AR,1698535830
507,naze,28.3667,129.4833,21.51,54,8,3.9,JP,1698535882
508,aroeiras,-7.5453,-35.7075,21.61,81,17,3.41,BR,1698535882
509,shenjiamen,29.9576,122.298,20.72,58,51,3.95,CN,1698535882
510,peace river,56.2501,-117.286,4.17,56,20,2.57,CA,1698535812
511,nicoya,10.1483,-85.452,24.27,92,100,1.13,CR,1698535883
512,upata,8.0086,-62.3989,25.99,59,84,1.12,VE,1698535883
513,rio preto da eva,-2.6994,-59.6997,31.57,33,96,0.85,BR,1698535883
514,aswan,24.0934,32.907,28.61,47,19,3.6,EG,1698535721
515,greymouth,-42.4667,171.2,12.65,64,6,1.74,NZ,1698535630
516,padang,-0.9492,100.3543,25.03,84,30,1.78,ID,1698535884
517,yeraliyev,43.2,51.65,16.56,72,75,3.63,KZ,1698535884
518,siocon,7.7061,122.1353,27.96,78,42,1.08,PH,1698535884
519,alindao,5.0267,21.2088,21.75,94,34,1.0,CF,1698535884
520,sarangani,5.4033,125.4636,27.78,71,99,1.83,PH,1698535884
521,surab,28.4914,66.2585,14.31,44,1,1.32,PK,1698535885
522,santa maria del oro,25.9333,-105.3667,25.53,39,30,2.41,MX,1698535885
523,la gi,10.6667,107.7833,26.42,85,98,2.87,VN,1698535885
524,burang,30.25,81.1667,0.96,58,34,1.05,CN,1698535885
525,nishinoomote,30.7333,131.0,19.31,68,40,3.09,JP,1698535885
526,princeville,45.7668,-61.2985,18.36,87,40,3.6,CA,1698535702
527,darwin,-12.4611,130.8418,32.16,66,20,3.09,AU,1698535870
528,khanty-mansiysk,61.0042,69.0019,-7.94,79,40,0.0,RU,1698535886
529,chibougamau,49.9168,-74.3659,-4.21,80,100,8.23,CA,1698535612
530,mayenne,48.3333,-0.6667,12.69,88,69,9.55,FR,1698535887
531,wanning,18.8003,110.3967,26.12,86,80,3.23,CN,1698535887
532,gateway,26.5776,-81.7504,26.99,68,0,5.66,US,1698535887
533,tralee,52.2704,-9.7026,8.67,91,100,1.59,IE,1698535887
534,granadero baigorria,-32.8568,-60.7175,26.1,70,0,2.57,AR,1698535888
535,cidreira,-30.1811,-50.2056,20.12,93,100,2.82,BR,1698535888
536,port augusta,-32.5,137.7667,21.16,44,50,1.15,AU,1698535888
537,hadithah,34.1397,42.3781,25.29,34,75,3.9,IQ,1698535888
538,totness,5.8833,-56.3167,27.87,83,99,5.27,SR,1698535888
539,sao joao dos patos,-6.495,-43.7022,32.0,23,76,1.66,BR,1698535889
540,cabinda,-5.55,12.2,27.08,89,100,3.09,AO,1698535684
541,tshabong,-26.05,22.45,16.72,39,0,10.0,BW,1698535889
542,san rafael,-34.6177,-68.3301,23.03,16,4,8.28,AR,1698535705
543,minbu,20.1833,94.8833,23.91,87,100,1.53,MM,1698535889
544,brisas de zicatela,15.8369,-97.0419,29.29,51,75,0.0,MX,1698535889
545,santa cruz,-17.8,-63.1667,24.03,88,75,10.8,BO,1698535890
546,richards bay,-28.783,32.0377,16.82,89,100,6.49,ZA,1698535868
547,cooma,-36.2333,149.1333,21.15,22,7,4.4,AU,1698535890
548,brandon,27.9378,-82.2859,28.35,68,0,5.14,US,1698535764
549,menongue,-14.6585,17.691,18.41,81,94,2.29,AO,1698535890
550,gobabis,-22.45,18.9667,16.87,24,0,3.71,NA,1698535890
551,matoury,4.8483,-52.3317,27.98,83,0,3.09,GF,1698535890
552,barma,8.35,-11.3333,22.69,98,100,0.68,SL,1698535891
553,queenstown,-31.8976,26.8753,6.09,82,100,4.1,ZA,1698535891
554,bocas del toro,9.3333,-82.25,25.59,78,75,2.24,PA,1698535891
555,esquel,-42.9,-71.3167,1.82,83,84,10.98,AR,1698535891
556,agat village,13.3886,144.6585,29.64,84,75,3.6,GU,1698535891
557,howrah,22.5892,88.3103,23.0,83,20,0.0,IN,1698535891
558,cafayate,-26.073,-65.9761,24.79,29,3,2.22,AR,1698535837
559,askoy,60.4092,5.226,2.08,69,0,1.03,NO,1698535892
560,poyarkovo,49.6,128.6833,3.7,46,18,3.01,RU,1698535892
561,safotu,-13.4513,-172.4018,27.73,82,93,4.99,WS,1698535892
562,baki,-7.6128,110.7839,27.39,64,58,3.58,ID,1698535892
563,orcopampa,-15.2661,-72.3417,8.59,78,90,3.23,PE,1698535892
564,vidyayevo,69.3191,32.8049,-7.26,93,82,1.11,RU,1698535893
565,mhangura,-16.8939,30.1683,22.11,43,2,1.02,ZW,1698535893
566,tselinnoye,53.0833,85.6667,-5.73,77,16,2.61,RU,1698535893
